WAV(Microns),K(Extinction Coefficient),N(Refractive Index),
4.7134,0.661675203828,0.0354142450566,
4.7863,0.675202858443,0.0347607240457,
4.8603,0.689047155946,0.0341334552738,
4.9355,0.703772965606,0.0334899263646,
5.0119,0.71945865905,0.0328306285215,
5.0894,0.733255142564,0.0323173586777,
5.1681,0.747853825229,0.0318029572016,
5.2481,0.76291742163,0.0313115784253,
5.3293,0.776286203566,0.0309390186047,
5.4117,0.786163430397,0.0307585729631,
5.4954,0.797319341454,0.0305456734764,
5.5804,0.809468240049,0.0303198221387,
5.6667,0.818151023711,0.0302739217124,
5.7544,0.825874989469,0.030303889358,
5.8434,0.835300793456,0.0302761412562,
5.9338,0.840004972682,0.030467506876,
6.0256,0.844058741512,0.0306991666832,
6.1188,0.843017358481,0.0311616934314,
6.2135,0.837384443848,0.031807395672,
6.3096,0.834414737522,0.0322704148287,
6.4072,0.838612312808,0.0323365421928,
6.5063,0.843644034542,0.0322961059968,
6.6069,0.849469962801,0.0321619381114,
6.7091,0.85729158809,0.031866073431,
6.8129,0.865236228678,0.0315050570288,
6.9183,0.872862423525,0.0311494563502,
7.0253,0.881444473713,0.0308266662311,
7.134,0.894341112139,0.030484813129,
7.2444,0.909738125959,0.0305609134728,
7.3564,0.925093929298,0.0314482890242,
7.4702,0.942897025718,0.0335676027723,
7.5858,0.963731254321,0.0373460277749,
7.7031,0.984042733271,0.0439713313084,
7.8223,1.00561545413,0.052838629434,
7.9433,1.0283116426,0.0639490307826,
8.0662,1.05084774117,0.0780153721347,
8.1909,1.07075783259,0.0944392619511,
8.3176,1.08755726728,0.111536161357,
8.4463,1.10456700075,0.126155928518,
8.577,1.12305899223,0.138323974291,
8.7096,1.14286992009,0.150492952825,
8.8444,1.16360028906,0.165835932404,
8.9812,1.18510023103,0.183988351277,
9.1201,1.20414418927,0.205350890427,
9.2612,1.21809680194,0.228842064864,
9.4045,1.22579450771,0.253105059431,
9.5499,1.22613865154,0.277186848848,
9.6976,1.2223336471,0.297978334576,
9.8477,1.21747605493,0.315966386778,
10.0,1.21302973421,0.332603401313,
10.155,1.21542635183,0.348218378479,
10.312,1.21753480365,0.367325884754,
10.471,1.22010947122,0.385711629884,
10.633,1.22365890896,0.397263723671,
10.798,1.25636121971,0.389440041912,
10.965,1.31646924945,0.368189057351,
11.134,1.40077452958,0.339013374513,
11.307,1.49001318451,0.309712507565,
11.481,1.56288534211,0.286511564011,
11.659,1.62435755529,0.268489817432,
11.84,1.67345847433,0.25355545018,
12.023,1.69582332959,0.242417437528,
12.209,1.7010043859,0.232559127597,
12.398,1.68277870773,0.227769311798,
12.589,1.6465893596,0.225366369747,
12.784,1.59798196422,0.222849216357,
12.982,1.54617401192,0.21919673014,
13.183,1.49632465747,0.214969224556,
13.387,1.44869297422,0.209915697391,
13.594,1.41154691405,0.201068535589,
13.804,1.380670911,0.190647805211,
14.017,1.35429412661,0.183659440225,
14.234,1.33195051806,0.179952487379,
14.454,1.31625552242,0.179334427833,
14.678,1.30068247728,0.183218484101,
14.905,1.29037489962,0.188561118177,
15.136,1.27809849521,0.195430709431,
15.37,1.27319603995,0.202455469072,
15.608,1.27071454309,0.210198356174,
15.849,1.27138643757,0.218526893042,
16.094,1.27147212715,0.228024491673,
16.343,1.27461894657,0.237611214624,
16.596,1.28072175417,0.247841521512,
16.853,1.28636452733,0.25906298032,
17.113,1.28836597688,0.271294790486,
17.378,1.28856810231,0.285250832462,
17.647,1.28117082137,0.302879951285,
17.92,1.26901234493,0.322357769347,
18.197,1.25628307707,0.342579340759,
18.479,1.24720909804,0.363572193449,
18.764,1.24608321138,0.381401596106,
19.055,1.24856396916,0.396962319652,
19.349,1.2506830504,0.410688055459,
19.649,1.24718339758,0.427443331759,
19.953,1.22975572504,0.450475695506,
20.261,1.20744308183,0.47226973492,
20.575,1.18552283736,0.493370196359,
20.893,1.16545481104,0.515358498105,
21.216,1.1473418225,0.536863827571,
21.544,1.12924860104,0.557659000731,
21.878,1.11196484715,0.579132659623,
22.216,1.10117313853,0.597607426351,
22.56,1.09154260945,0.613374785112,
22.909,1.08241085349,0.626892206544,
23.263,1.07488810943,0.640529728725,
23.623,1.06318484187,0.658849135878,
23.988,1.05136989779,0.676909636665,
24.359,1.04024678198,0.694756495685,
24.736,1.02964933231,0.715244078853,
25.119,1.01861159433,0.73524433182,
25.507,1.00599056543,0.754107839907,
25.902,0.994043809534,0.773603182108,
26.303,0.983987019757,0.791673224758,
26.71,0.974406087741,0.808884199295,
27.123,0.965138173366,0.826388023016,
27.542,0.95590435416,0.84527579713,
27.968,0.945101316237,0.867281167335,
28.401,0.934572796024,0.890016442112,
28.84,0.925020923734,0.912322405216,
29.286,0.916363261777,0.933728215095,
29.74,0.908884120336,0.953433507482,
30.199,0.900772643359,0.973403026051,
30.667,0.892676996486,0.994726407731,
31.141,0.884480714988,1.01502676089,
31.623,0.877793175487,1.03381800206,
32.112,0.871113625204,1.05225153498,
32.609,0.864278172749,1.07148459992,
33.113,0.857392134945,1.09127190673,
33.625,0.851231223523,1.10961429204,
34.146,0.845747386356,1.12664496313,
34.674,0.840125277252,1.14334856169,
35.21,0.835866699942,1.15832890238,
35.755,0.831502597256,1.17379415241,
36.308,0.827285094102,1.18736127969,
36.869,0.823123948693,1.20199652167,
37.44,0.819306578217,1.21622736731,
38.019,0.815243516197,1.23142203285,
38.607,0.811879073367,1.24865210748,
39.204,0.808344306499,1.26585551499,
39.811,0.804510313014,1.28588728247,
40.427,0.800423289115,1.30873714307,
41.052,0.796940936108,1.33261704393,
41.687,0.792410906725,1.35994500999,
42.332,0.788053660719,1.38823000077,
42.987,0.78422861991,1.41732246035,
43.652,0.780586866203,1.446603986,
44.327,0.777175226395,1.46223115148,
45.013,0.773674324707,1.45131421702,
45.709,0.772336181442,1.39752471213,
46.416,0.791798944114,1.23828498195,
47.134,0.888127022544,0.962984348009,
47.863,1.05605822037,0.723717960113,
48.603,1.12274953723,0.655537582923,
49.355,1.08822850134,0.682765340938,
50.119,1.03402038662,0.732727838264,
50.894,0.97605315553,0.794566743836,
51.681,0.931339586065,0.847985881258,
52.481,0.897040872442,0.892335116537,
53.293,0.870639993665,0.92802547359,
54.117,0.854403040275,0.947675852238,
54.954,0.837616143339,0.969167302296,
55.804,0.81223793153,1.01010425043,
56.667,0.781355833039,1.07026748895,
57.544,0.750993534627,1.14062673877,
58.434,0.72418908404,1.21553748857,
59.338,0.702875269766,1.2859625726,
60.256,0.689764279623,1.32579061141,
61.188,0.679896656774,1.34870072597,
62.135,0.671442040797,1.36294141648,
63.096,0.663661405014,1.37141331961,
64.072,0.656886720705,1.37252810801,
65.063,0.651170538436,1.36321899251,
66.069,0.645776767369,1.35130578033,
67.091,0.640591101428,1.33861851057,
68.129,0.635305044301,1.32688501218,
69.183,0.629238182133,1.32055503689,
70.253,0.622418017708,1.31888086165,
71.34,0.614633573792,1.3228486503,
72.444,0.60654976781,1.3291450997,
73.564,0.598067002346,1.33795023327,
74.702,0.589212770777,1.3500185731,
75.858,0.579868224371,1.36633146696,
77.031,0.570576775905,1.38530084384,
78.223,0.561519666136,1.40304788669,
79.433,0.552650467331,1.42055039025,
80.662,0.544112396416,1.43783173204,
81.909,0.535588492048,1.45635597682,
83.176,0.527317826014,1.47627291772,
84.463,0.519203231944,1.49543096117,
85.77,0.511404265331,1.51457468992,
87.096,0.503887483616,1.53202585634,
88.444,0.4965592498,1.55020160261,
89.812,0.489396784457,1.56731380062,
91.201,0.482354836068,1.58356504041,
92.612,0.475581931136,1.60115816845,
94.045,0.469021856985,1.61856938551,
95.499,0.462511250483,1.63491781625,
96.977,0.456276695295,1.65204064557,
98.477,0.450155558956,1.66932320481,
100.0,0.44412465746,1.68612445405,
101.55,0.43840583789,1.70221262444,
103.12,0.432518935913,1.71758547813,
104.71,0.427058947578,1.73331962895,
106.33,0.421616278373,1.74812119683,
107.98,0.416394888468,1.76280734935,
109.65,0.41086768677,1.77711100425,
111.34,0.405863632608,1.79077149429,
113.07,0.400802407873,1.80420198873,
114.82,0.395772330078,1.81828922386,
116.59,0.390930979107,1.8314656626,
118.39,0.386382319331,1.84503168816,
120.23,0.381476574366,1.85840821015,
122.09,0.376926170463,1.87092240304,
123.97,0.372407105996,1.88189544834,
125.89,0.367862032754,1.89385563882,
127.84,0.363362754688,1.90486598304,
129.82,0.358867163399,1.91588313201,
131.83,0.354592952054,1.92774257659,
133.87,0.350490168256,1.93858233235,
135.94,0.346284574519,1.94951270776,
138.04,0.342018585862,1.96071718952,
140.17,0.338109626947,1.97175125404,
142.34,0.334238269962,1.9827610641,
144.54,0.330200479897,1.99377900745,
146.78,0.326482736984,2.00468612109,
149.05,0.322687767136,2.01556357453,
151.36,0.319099126938,2.02636121473,
153.7,0.315416834155,2.03683767445,
156.07,0.31187561755,2.04686600165,
158.49,0.308281874901,2.05757825261,
160.94,0.304878316085,2.06802763194,
163.43,0.301400672651,2.07710535409,
165.96,0.29787701739,2.08650476439,
168.53,0.294498267986,2.09592907736,
171.13,0.291008781513,2.10433180531,
173.78,0.287560786577,2.11244656358,
176.47,0.284043651953,2.11963241678,
179.2,0.280666702655,2.12715815231,
181.97,0.277425247456,2.13502490882,
184.79,0.274018550791,2.1423152064,
187.64,0.270822549437,2.14991434854,
190.55,0.26757061242,2.15792402504,
193.49,0.26429308015,2.16326951484,
196.49,0.260831312309,2.16903133783,
199.53,0.257581908327,2.17510460615,
202.61,0.254338387989,2.18050609528,
205.75,0.251122956169,2.18628018434,
208.93,0.247965057227,2.19240754911,
212.16,0.244890454576,2.1977477704,
215.44,0.242021021992,2.20440894702,
218.78,0.23920445962,2.21217867907,
222.16,0.236421997734,2.21924092837,
225.6,0.233709001031,2.22666127062,
229.09,0.2309520801,2.23337170731,
232.63,0.228318045472,2.24112518838,
236.23,0.225589833505,2.24782971639,
239.88,0.223096557266,2.25540901452,
243.59,0.220384197307,2.26117215182,
247.36,0.217755560806,2.26767960579,
251.19,0.215186376619,2.27386612702,
255.07,0.212590935408,2.28007698524,
259.02,0.21009494696,2.28668805604,
263.03,0.207588872902,2.29260156289,
267.1,0.205127704656,2.29853495723,
271.23,0.202508843479,2.30317983702,
275.42,0.199800692663,2.30688547549,
279.68,0.197134413742,2.31026751752,
284.01,0.194499206328,2.31370814686,
288.4,0.192011779729,2.31830306064,
292.86,0.189460791795,2.32185092749,
297.39,0.186961400776,2.32545246739,
301.99,0.184535542637,2.32928131037,
306.67,0.182187363375,2.33387977339,
311.41,0.179942259864,2.33885007304,
316.23,0.177573211713,2.34310300489,
321.12,0.175341196916,2.3473541431,
326.09,0.173201986002,2.35238096801,
331.13,0.170995602608,2.35703152308,
336.25,0.168885680016,2.36131594522,
341.45,0.16674302442,2.36561687206,
346.74,0.164666629866,2.37108340975,
352.1,0.162690451498,2.37539545853,
357.55,0.160649977263,2.37972995629,
363.08,0.158639004403,2.38406951001,
368.7,0.156593900416,2.38842552704,
374.4,0.154611258055,2.39278086757,
380.19,0.152823825032,2.39829955565,
386.07,0.150908026352,2.40267491734,
392.04,0.148999335271,2.40705444681,
398.11,0.14717372252,2.41144010878,
404.27,0.14535499299,2.41583171577,
410.52,0.143492189537,2.42024403034,
416.87,0.141817804385,2.42466521333,
423.32,0.140007190377,2.42911863511,
429.87,0.138327887043,2.43438223003,
436.52,0.136689570203,2.43926252995,
443.27,0.135033156818,2.44376061632,
450.12,0.133357820634,2.44827376525,
457.09,0.131779503552,2.45280404569,
464.16,0.130122201857,2.45734959243,
471.34,0.128641857542,2.46270546434,
478.63,0.127104162146,2.46768537452,
486.03,0.125560626028,2.47226157881,
493.55,0.1239944488,2.4768528298,
501.19,0.122508395556,2.48121366604,
508.94,0.120912399933,2.48433390819,
516.81,0.11932721696,2.48752364385,
524.81,0.117775801732,2.49078408463,
532.93,0.116250249318,2.49411055766,
541.17,0.114758979278,2.49750108625,
549.54,0.113279578827,2.50095961805,
558.04,0.111836441259,2.50448297244,
566.67,0.110477614353,2.50890267026,
575.44,0.109091271793,2.51298575146,
584.34,0.107720463347,2.5167027029,
593.38,0.10637542975,2.52048180985,
602.56,0.104998605674,2.52374124484,
611.88,0.103523615027,2.52552518249,
621.35,0.102072780498,2.52733499621,
630.96,0.100659507528,2.52916794436,
640.72,0.0992617401863,2.53102697532,
650.63,0.0978760388605,2.53291208297,
660.69,0.0965174999073,2.53482220261,
670.91,0.0951790563648,2.53675933516,
681.29,0.0938659029384,2.53872295434,
691.83,0.0925641861439,2.54071354694,
702.53,0.0912790047565,2.54273054149,
713.4,0.090025965066,2.54477463409,
724.44,0.0887923015892,2.54684617733,
735.64,0.0875743266387,2.54894319192,
747.02,0.0863787078116,2.55106859949,
758.58,0.0851925856913,2.55322264297,
770.31,0.0840299962765,2.55540239009,
782.23,0.0828812530043,2.55761149254,
794.33,0.081758091295,2.55984710743,
